股票代码,股票简称,公告日期,营业收入,营业收入同比增长,营业收入季度环比,净利润,净利润同比增长,净利润季度环比,每股收益,每股净资产,净资产收益率,销售毛利率,每股经营现金流量
603133,碳元科技,2022-04-29 00:00:00,21375959.89,-84.1534900011,-55.1401,-13175516.94,66.55,82.7734,-0.06,1.708276432893,-3.62,-13.1350443416,-0.192851351769
603127,昭衍新药,2022-04-29 00:00:00,270975486.87,34.8186818566,-58.9354,125347354.57,34.27,-59.494,0.33,19.035306892071,1.74,51.6873331008,0.196288885122
603122,合富中国,2022-04-29 00:00:00,307984973.42,19.6728772771,5.4889,15142001.71,7.24,-42.7062,0.05,2.939185953833,1.64,20.1325111584,-0.168455137188
603115,海星股份,2022-04-29 00:00:00,471473186.39,35.8993173962,9.2774,63827729.92,110.89,2.5842,0.27,8.526838530727,3.18,27.6071196576,0.056961545109
603096,新经典,2022-04-29 00:00:00,206655793.43,-4.5633660313,-14.2928,42627707.54,-21.2,11151.8269,0.26,12.102472762493,2.19,53.1234645242,0.081262297875
603093,南华期货,2022-04-29 00:00:00,1539041197.7,-23.63434443,-57.6975,28107975.09,-19.01,-61.5085,0.0461,5.021105272853,0.92,,1.638801681772
603090,宏盛股份,2022-04-29 00:00:00,153459078.85,52.1556882255,-8.0462,2758323.63,-0.25,292.857,0.03,5.1535905447,0.54,13.615347998,-0.1886570805
603089,正裕工业,2022-04-29 00:00:00,359483113.4,9.3355858296,-25.7826,10372057.41,-79.58,230.9335,0.05,4.705527764335,0.98,22.7569917085,0.042022783957
603083,剑桥科技,2022-04-29 00:00:00,477436593.89,-38.14916476,-45.0326,-107247686.39,-489.52,-502.3584,-0.42,6.420469343591,-6.34,5.5285803095,0.08184510987
603079,圣达生物,2022-04-29 00:00:00,185166102.76,-3.524471046,-11.8341,20799549.32,-11.07,76.4856,0.12,7.835068559036,1.56,27.3545015826,-0.066214726595
603076,乐惠国际,2022-04-29 00:00:00,311150447.76,41.0022656081,19.9415,18718706.4,-49.94,190.5235,0.17,10.862543623458,1.42,21.1211451158,-0.568435625704
603058,永吉股份,2022-04-29 00:00:00,118072243.1,16.4734143696,-25.8226,-24201298.79,-623.2,-862.9466,-0.058,2.585837250617,-2.2,23.4126480655,-0.123430177887
603040,新坐标,2022-04-29 00:00:00,97173483.57,-6.708010491,-14.1681,35470629.95,0.19,-16.4388,0.26,7.484426216313,3.6,60.871203745,0.25058485761
603039,ST泛微,2022-04-29 00:00:00,293014893.88,17.263133264,-66.3116,15130698.7,-41.95,-89.2972,0.06,7.284963685981,0.8,94.577692284,-0.531338855893
603036,如通股份,2022-04-29 00:00:00,67552283.1,5.089138186,-16.451,13841421.21,2.19,-7.0751,0.07,5.639752531717,1.2,40.1454526413,0.032401871433
603031,安孚科技,2022-04-29 00:00:00,960164919.86,100.3703446789,164.5733,34520525.04,2908.85,201.7821,0.31,5.263737989643,5.96,42.7923114239,2.430234170089
603005,晶方科技,2022-04-29 00:00:00,305139429.61,-7.2186097588,-7.9624,91910535.11,-27.96,-43.4165,0.23,9.643537408807,2.36,51.3907783437,0.125915432325
603002,宏昌电子,2022-04-29 00:00:00,886562970.39,-0.0311038101,-22.5824,55787347.8,-33.02,-23.4828,0.06,2.363654412034,2.65,10.9894355668,0.095711842197
603000,人民网,2022-04-29 00:00:00,320099564.83,-8.4067733416,-64.3637,-13499070.73,33.4,-115.5751,-0.01,3.021583102631,-0.4,40.927826809,-0.152644103644
601999,出版传媒,2022-04-29 00:00:00,565177508.87,20.8936661833,-31.0297,-8283208.05,35.6714454608,-148.3032,-0.02,4.346474710041,-0.35,18.7890643883,-0.300897722007
601997,贵阳银行,2022-04-29 00:00:00,3626014000.0,2.4842006489,-11.1759,1590152000.0,1.18,-6.1323,0.43,13.384764173056,3.3,,-2.108734811408
601996,丰林集团,2022-04-29 00:00:00,376319042.17,-3.6856685561,-36.1856,31845155.66,79.04,-52.0036,0.028,2.49143446143,1.12,15.7534241048,0.048858139817
601991,大唐发电,2022-04-29 00:00:00,29799681000.0,18.1172378456,5.4347,-409163000.0,-144.32,95.5897,-0.0415,1.555861168416,-2.64,8.1991817295,0.298237812218
601989,中国重工,2022-04-29 00:00:00,6114252971.83,-14.1694066351,-58.3846,55551084.24,-72.7,-66.248,0.002,3.742210115995,0.07,11.2698098182,-0.120689092303
601966,玲珑轮胎,2022-04-29 00:00:00,4351267126.0,-12.7431900138,2.0435,-91886482.0,-118.57,34.3577,-0.07,13.571339738355,-0.56,11.0436187916,0.120534318306
601949,中国出版,2022-04-29 00:00:00,827351571.22,-15.4831659772,-66.0896,3833145.14,-87.97,-98.9471,0.0021,4.249907841871,0.05,33.3003913105,-0.221402966529
601901,方正证券,2022-04-29 00:00:00,1667661360.94,-18.5953149664,-22.8854,477045096.3,-46.31,550.0638,0.06,5.080017862493,1.15,,-0.140042992946
601880,辽港股份,2022-04-29 00:00:00,2884711772.4,-1.3045095972,-21.1676,481807363.95,-18.66,-4.2508,0.02,1.602737359425,1.26,29.4504887028,0.00645006543
601878,浙商证券,2022-04-29 00:00:00,3133045905.04,-3.9234188362,-27.8035,323319247.35,-23.19,-46.7686,0.08,6.229034917463,1.35,,0.290820363003
601877,正泰电器,2022-04-29 00:00:00,10641577140.0,54.9108464689,4.1904,586895502.98,384.1,-5.6545,0.27,15.054232682702,1.82,22.4669524754,0.334499881827
601811,新华文轩,2022-04-29 00:00:00,2206716104.48,12.9750002762,-35.1337,169164500.87,8.15,-71.7344,0.14,9.43279206696,1.48,32.3674383841,-0.04431525139
601808,中海油服,2022-04-29 00:00:00,6798287371.0,15.1754865659,-27.0647,303835336.0,67.7,126.6664,0.0637,8.037106088702,0.8,10.7917251061,-0.466125515342
601801,皖新传媒,2022-04-29 00:00:00,2779649705.01,22.3275214324,14.9536,301316906.79,13.77,339.1539,0.15,5.631531596845,2.75,21.017042901,0.093804754463
601800,中国交建,2022-04-29 00:00:00,172095326154.0,13.2745967463,1.5777,5093589966.0,17.74,68.2018,0.29,14.250338366287,2.08,11.6576466185,-2.063838003838
601788,光大证券,2022-04-29 00:00:00,2181100549.72,-34.4495800244,-50.4421,666089265.19,-4.39,193.2452,0.13,11.612827187615,1.11,,4.260702643562
601778,晶科科技,2022-04-29 00:00:00,573185557.71,-18.8098137096,-37.0823,-59848068.61,46.0356097856,-984.7658,-0.02,4.080496867372,-0.49,40.2667230926,-0.022942337774
601777,力帆科技,2022-04-29 00:00:00,1249498768.1,48.739393876,-11.8731,50849023.13,220.54,746.6425,0.0113,2.263797361476,0.5,12.1285901802,0.030976915424
601696,中银证券,2022-04-29 00:00:00,699651369.66,-3.630678365,-0.5134,240132934.3,-8.15,1202.1247,0.09,5.739120940284,1.52,,1.089339289161
601669,中国电建,2022-04-29 00:00:00,128777100325.76,6.0519719113,-3.0893,2763875129.45,5.04,21.4207,0.1801,6.144658368858,2.36,11.050413275,-1.214520851317
601665,齐鲁银行,2022-04-29 00:00:00,2634076000.0,18.003531044,-12.0809,903921000.0,20.05,-2.6338,0.17,6.004362743632,2.89,,0.522906859953
601615,明阳智能,2022-04-29 00:00:00,7126126098.51,63.3963852496,-18.3569,1408289785.11,398.53,49.8557,0.68,10.391513403181,6.65,26.4913678033,-1.929738521446
601607,上海医药,2022-04-29 00:00:00,56898217119.51,10.2678891118,3.7313,1251018657.92,-40.99,105.3424,0.44,17.459636981083,2.21,12.8829840024,-0.673825636498
601601,中国太保,2022-04-29 00:00:00,146554000000.0,-3.1131208557,63.366,5437000000.0,-36.387036387,31.0752,0.57,23.025675675676,2.4,,5.445841995842
601588,北辰实业,2022-04-29 00:00:00,2326609629.0,-64.500977143,-52.5211,33169592.0,-89.75,133.2837,0.01,4.294441945103,0.14,23.1356499299,0.303244689072
601577,长沙银行,2022-04-29 00:00:00,5387228000.0,12.0061940733,4.0614,1821264000.0,13.05,44.0362,0.45,12.63795910735,3.65,,-1.311961246822
601519,大智慧,2022-04-29 00:00:00,178521507.24,10.2044070115,-35.2245,-46942034.72,-1512.0910572452,-597.0351,-0.024,0.75884875573,-2.99,45.5476318552,-0.043340238579
601366,利群股份,2022-04-29 00:00:00,2212365249.73,-7.770072776,42.7582,-25404017.51,-331.04,0.9915,-0.03,4.908884454177,-0.57,30.1478156259,0.075085391384
601336,新华保险,2022-04-29 00:00:00,74963000000.0,-7.8682480182,95.2568,1344000000.0,-78.7,-55.0952,0.43,32.667948717949,1.28,,11.586217948718
601333,广深铁路,2022-04-29 00:00:00,4998622697.0,13.2507765233,-4.9457,-398371025.0,-326.6483976329,44.5039,-0.056,3.794378839837,-1.47,-9.2680173536,-0.028594038826
601326,秦港股份,2022-04-29 00:00:00,1648067484.18,0.2556963691,-8.3747,335837013.59,2.67,419.7498,0.06,2.936127210404,2.07,36.6863848771,0.108233194397
601319,中国人保,2022-04-29 00:00:00,189568000000.0,9.0963501801,30.7537,8744000000.0,-12.9,913.2097,0.2,4.839024059334,4.0,,0.534053907381
601298,青岛港,2022-04-29 00:00:00,4549917189.0,18.4034815036,15.2618,1142116477.0,4.75,28.5685,0.18,5.557945121166,3.22,34.0702825701,0.103664235646
601229,上海银行,2022-04-29 00:00:00,14228686000.0,2.9454970824,-3.691,5853179000.0,5.39,8.4295,0.41,13.430629426307,3.11,,2.153277900937
601228,广州港,2022-04-29 00:00:00,2808035736.08,2.7561783829,6.395,309884561.24,21.69,1.3963,0.05,2.425492130942,2.09,24.5305290709,0.040848672449
601212,白银有色,2022-04-29 00:00:00,20568127256.11,55.7119884483,0.9456,41936966.34,943.7,-29.5669,0.0057,2.041296736651,0.29,5.4350719045,-0.178268959419
601198,东兴证券,2022-04-29 00:00:00,707736430.3,-20.0896113025,-54.3652,30132257.28,-87.97,-93.6158,0.009,8.236935060867,0.11,,2.721705901673
601188,龙江交通,2022-04-29 00:00:00,84936834.23,-6.6674967269,-22.6197,58952294.55,1.77,1295.2989,0.045,3.456123289981,1.3,57.4122579704,0.035684840064
601166,兴业银行,2022-04-29 00:00:00,59403000000.0,6.7190054435,3.8714,27578000000.0,15.62,47.9348,1.33,29.938240107827,4.51,,-12.022431886011
601156,东航物流,2022-04-29 00:00:00,6611855464.53,46.425644779,-7.3145,1374043912.84,102.32,14.2913,0.87,7.781646055314,11.78,33.1603013855,1.697442577046
601126,四方股份,2022-04-29 00:00:00,1069322474.25,32.5567994092,-10.5409,128889997.02,38.31,91.4335,0.1585,4.929471510295,3.27,35.8983062073,-0.065908093872
601111,中国国航,2022-04-29 00:00:00,12917577000.0,-11.4061979834,-24.3447,-8899923000.0,-43.3670114485,-40.8072,-0.65,3.605950322458,-15.64,-52.4166103287,-0.527292698905
601108,财通证券,2022-04-29 00:00:00,651121715.21,-51.0782812821,-63.8203,157132708.29,-64.83,-83.8385,0.04,6.93172397306,0.62,,0.61110935415
601107,四川成渝,2022-04-29 00:00:00,2015032769.84,41.8350542966,-27.6139,251456568.73,-19.66,-73.0552,0.0822,5.760717204535,1.44,24.816988419,0.234134479317
601099,太平洋,2022-04-29 00:00:00,246971226.47,94.0387906583,-30.1632,9243232.16,97.73,104.2196,0.001,1.425101027623,0.1,,-0.164436355179
601077,渝农商行,2022-04-29 00:00:00,7586658000.0,1.3309451971,-2.4278,3619171000.0,11.42,347.7454,0.32,9.139038830677,3.59,,4.721933521176
601066,中信建投,2022-04-29 00:00:00,6332416285.26,31.8265360134,-31.6252,1541713886.45,-10.46,-48.2794,0.18,8.518019641106,2.1,,1.847901829153
601021,春秋航空,2022-04-29 00:00:00,2360379509.0,6.1773485284,6.3327,-437033401.0,-53.4574624583,-264.6593,-0.48,14.348252144329,-3.25,-26.2197564688,-0.417917186992
601020,华钰矿业,2022-04-29 00:00:00,88554215.53,-67.7228241298,-73.964,-3878400.9,-114.27,-91.5064,-0.007,4.705475401976,-0.14,39.6221803784,0.056630685124
601019,山东出版,2022-04-29 00:00:00,2038920477.15,10.5017918198,-48.4871,212857367.36,26.93,-50.3881,0.1,6.029904816838,1.71,40.0644495803,-0.331048076242
601018,宁波港,2022-04-29 00:00:00,6211554000.0,23.7260303441,0.6169,1073441000.0,1.33,17.785,0.07,3.528613435073,1.94,31.9244427401,0.110803491804
601016,节能风电,2022-04-29 00:00:00,1190129070.64,19.7885297178,25.5596,421982836.25,10.37,1510.947,0.084,2.235633691063,3.73,59.8336929252,0.118674336423
601001,晋控煤业,2022-04-29 00:00:00,4123391612.41,16.9285716417,-40.6925,900213089.66,78.23,-56.335,0.54,7.747025071745,7.24,50.0557991603,0.062989434182
601000,唐山港,2022-04-29 00:00:00,1233270483.65,-30.7916034721,-18.7629,394514078.96,-16.33,15.6167,0.0666,3.197628131284,2.1,44.2927885571,0.103508785248
600996,贵广网络,2022-04-29 00:00:00,616340349.87,27.3240153604,-45.6556,2886000.25,101.5300433254,-97.7901,0.01,3.829276881153,0.07,7.4389996176,0.0259896753
600995,文山电力,2022-04-29 00:00:00,600218636.55,18.6437161966,-4.3795,97424619.39,-0.26,171.0666,0.2,4.670146254188,4.46,24.6908520588,0.377511717598
600992,贵绳股份,2022-04-29 00:00:00,506530890.56,19.3135305046,-35.5818,4996721.44,16.21,-50.1394,0.0204,5.986824825166,0.341,7.9430068313,-0.152226651434
600990,四创电子,2022-04-29 00:00:00,235489792.15,21.7974436233,-87.0877,-78793282.86,-66.884717794,-136.1865,-0.495,16.468338110949,-3.0516,13.2327835595,-3.372282111453
600985,淮北矿业,2022-04-29 00:00:00,17945258715.64,42.0100296166,9.0499,1621116674.4,36.29,42.5029,0.65,11.85894449343,5.75,22.4058550256,0.723646215804
600982,宁波能源,2022-04-29 00:00:00,1957617019.16,50.9958430268,-44.8964,44192040.05,-20.01,-86.1422,0.0407,3.469709445602,1.15,8.1191053569,0.299335267274
600979,广安爱众,2022-04-29 00:00:00,583711320.52,9.2500567227,-16.5367,17178612.11,-23.17,-37.0989,0.0139,3.353611865076,0.42,22.9293950391,0.048356191067
600971,恒源煤电,2022-04-29 00:00:00,2354127904.2,47.1042236268,20.5451,384926983.13,51.2,-32.9564,0.3208,8.665043681706,3.77,36.3555555853,0.312057696692
600969,郴电国际,2022-04-29 00:00:00,968555373.4,17.5241498647,14.943,29595976.95,130.66,289.7141,0.08,9.851575593913,0.82,11.4642752856,0.530263489697
600965,福成股份,2022-04-29 00:00:00,320198299.14,11.1674289602,12.527,53387142.78,61.93,2003.4135,0.0652,2.642334884512,2.5,34.4233671778,0.053820103838
600956,新天绿能,2022-04-29 00:00:00,6333782761.29,16.7470315008,19.8651,937481286.59,-7.36,49.2308,0.22,4.496432969726,4.74,27.0928776869,0.235794232891
600939,重庆建工,2022-04-29 00:00:00,13609052506.25,-4.23,-5.856,90566860.79,10.04,208.7836,0.02,4.028629772443,0.86,4.9866221879,-1.199947203397
600938,中国海油,2022-04-29 00:00:00,90898000000.0,73.5158248387,,34301000000.0,131.67,,0.77,,6.89,58.3808224603,
600936,广西广电,2022-04-29 00:00:00,309582122.95,-15.3069355345,-55.5062,-135265743.92,-55.12,-33.6052,-0.08,1.874625914991,-4.23,-7.2807121791,-0.00451486637
600935,华塑股份,2022-04-29 00:00:00,1752734612.95,23.2248642891,-18.8057,233235589.31,1.04,16.4192,0.0665,1.868833633946,3.63,23.16884317,0.043659020785
600928,西安银行,2022-04-29 00:00:00,1543037000.0,-18.5177342453,-18.6208,607866000.0,-14.17,-21.4829,0.14,6.365190149204,2.18,,0.247974074969
600919,江苏银行,2022-04-29 00:00:00,17033028000.0,11.0445136323,0.3251,6584145000.0,26.0,60.9516,0.39,10.507249536448,3.76,,10.396621134958
600918,中泰证券,2022-04-29 00:00:00,1852027368.58,-24.3841871788,-55.3325,219966654.31,-66.99,-66.4509,0.03,5.113261713539,0.62,,0.793899240381
600908,无锡银行,2022-04-29 00:00:00,1198281000.0,9.0651179047,8.6197,444387000.0,22.52,15.4921,0.24,7.326894514999,3.17,,1.502245018873
600906,财达证券,2022-04-29 00:00:00,349698695.68,-29.9172195122,-37.6676,77040834.72,-63.34,-42.7344,0.02,3.462698831319,0.69,,-0.153578834237
600897,厦门空港,2022-04-29 00:00:00,264353006.76,-17.7293208305,15.0619,6331536.66,-86.6,129.7931,0.0213,12.905583308116,0.16,1.1290735205,0.083553206373
600886,国投电力,2022-04-29 00:00:00,11042015519.58,20.0991766366,-2.898,1037552666.55,-14.91,201.2857,0.1328,6.275603029181,2.14,35.4657450615,0.491375627118
600881,亚泰集团,2022-04-29 00:00:00,2747348713.27,-6.9850734232,-25.2011,-456975287.57,-74.44,64.4647,-0.14,3.881309155616,-3.56,16.5361799318,0.316889722258
600880,博瑞传播,2022-04-29 00:00:00,121378911.96,-10.3580740986,-43.0843,9993413.29,-34.68,-49.705,0.01,2.752595730612,0.33,31.0079287106,-0.013659925213
600879,航天电子,2022-04-29 00:00:00,3685218545.6,27.5838873895,-26.0404,166481783.6,29.85,39.4527,0.061,4.945660011052,1.247,18.2427975066,-0.588146113891
600873,梅花生物,2022-04-29 00:00:00,6712290632.48,26.4478078457,2.4408,1158775246.72,183.71,13.1552,0.37,3.821709686445,10.35,26.2373399045,0.235009766945
600868,梅雁吉祥,2022-04-29 00:00:00,60716193.74,177.6212756159,-66.3461,2928285.22,160.9110561091,-42.7912,0.0015,1.239957137098,0.1245,29.6250835601,-0.001047026169
600867,通化东宝,2022-04-29 00:00:00,887477252.42,7.8504777331,9.1774,831206165.81,146.9,245.4056,0.41,3.481422552428,12.6,83.0454500057,0.175970566181
600865,百大集团,2022-04-29 00:00:00,58413510.97,-13.7172875792,-32.252,53703930.93,-33.79,276.0363,0.14,6.177422516757,2.28,83.0375505504,0.01083815938
600860,京城股份,2022-04-29 00:00:00,279765054.92,13.1787685354,-15.2638,-1250153.46,70.7889280822,92.3166,-0.01,1.394650435835,-0.24,12.3364662359,-0.087250008784
600853,龙建股份,2022-04-29 00:00:00,1706412840.1,29.3954486979,-58.7117,4317911.75,68.72,-96.4871,0.0043,2.123825200612,0.18,13.4365106369,-2.35502756108
600844,丹化科技,2022-04-29 00:00:00,262246154.56,-1.9987007383,-20.7914,-1771613.37,92.4417175709,96.6611,-0.0017,1.209445832753,-0.1439,19.3341984766,0.016744402357
600841,动力新科,2022-04-29 00:00:00,4061771578.45,-48.1470537074,19.8447,16744914.36,-86.96,-92.3628,0.01,5.994185516159,0.17,8.213349373,-1.58420661308
600838,上海九百,2022-04-29 00:00:00,19153519.54,-33.0594536786,-9.698,12965268.55,-26.82,-29.0483,0.0323,3.638661645633,0.85,32.7146366855,-0.008480687213
600836,上海易连,2022-04-29 00:00:00,142808254.98,-43.8578509005,-41.6013,2177963.54,-69.21,-97.2283,0.003,1.814837770849,0.18,32.3638436563,0.03820785376
600830,香溢融通,2022-04-29 00:00:00,74420250.14,23.67,11.2502,12002013.73,-38.85,158.8596,0.026,4.646444594221,0.57,69.4083476867,-0.782811493478
600825,新华传媒,2022-04-29 00:00:00,181237045.26,-8.4005936597,-55.4241,-1697034.01,48.470528601,-116.3335,-0.002,2.495612330357,-0.07,35.9323011951,0.015063065419
600819,耀皮玻璃,2022-04-29 00:00:00,1093649260.64,9.1376688479,-13.4132,38396436.2,-17.48,164.9635,0.04,3.780260477061,1.09,17.1417021167,-0.016356332913
600815,厦工股份,2022-04-29 00:00:00,296911918.28,-36.3665893026,-20.6865,-1911737.49,-113.42,98.1635,0.0,0.70728357966,-0.15,9.4803722946,0.005936543774
600807,济南高新,2022-04-29 00:00:00,320779406.53,28.7312475942,-36.0452,-138242513.95,-93.5201689916,-176.8538,-0.16,0.375795835807,-35.69,25.5452948668,-0.054330776631
600804,ST鹏博士,2022-04-29 00:00:00,879528385.31,-24.9104797489,49.0972,201957684.2,657.39,109.0353,0.12,0.957027183559,13.65,21.7567064925,-0.082312499624
600803,新奥股份,2022-04-29 00:00:00,35382740000.0,36.8856628982,-2.759,753640000.0,25.08,-15.4211,0.27,5.209227471581,5.08,12.4461077963,-1.145966934308
600802,福建水泥,2022-04-29 00:00:00,514240490.31,-16.8224697111,-60.2597,-48593850.87,-219.16,-130.261,-0.11,4.163680974816,-2.55,3.7183416943,-0.410399829285
600795,国电电力,2022-04-29 00:00:00,46783953916.41,19.8281115176,-3.885,1055539376.18,-50.87,128.4472,0.058,2.498767465461,2.341,13.4286860916,0.448181632309
600792,云煤能源,2022-04-29 00:00:00,1837146621.53,34.5803106364,5.7686,-50009160.67,-197.21,67.7809,-0.05,3.34849279505,-1.46,4.034634032,-0.051071340202
600782,新钢股份,2022-04-29 00:00:00,26002448237.1,2.7571484449,33.5679,1030157221.12,6.12,12.6457,0.33,8.758450715528,3.758,5.6125138489,0.13863302716
600775,南京熊猫,2022-04-29 00:00:00,1060341055.39,6.8955612906,-11.3656,-16953897.29,-28.9199961647,-143.9291,-0.0186,3.841887869493,-0.48,11.8144343882,0.053272619183
600766,*ST园城,2022-04-29 00:00:00,11007513.29,-76.7622670981,-81.8024,-142775.16,-106.28,84.8598,,0.259582057494,-0.37,2.9394749884,-0.041577323564
600764,中国海防,2022-04-29 00:00:00,454448642.06,-47.4746813976,-76.0455,15410866.6,-75.09,-96.145,0.0217,10.493883102183,0.21,37.7581647273,-0.458790862246
600758,辽宁能源,2022-04-29 00:00:00,1975644611.64,21.1184461583,20.8421,230181558.43,492.19,1104.9798,0.17,4.048301347925,4.42,29.1110315449,0.221849631103
600741,华域汽车,2022-04-29 00:00:00,37370465391.72,7.1460896646,-5.6537,1707183622.42,32.13,-3.3997,0.541,16.104675443129,3.4,13.8505820384,1.255686646643
600737,中粮糖业,2022-04-29 00:00:00,4870876938.01,15.2407005673,-31.684,229439922.3,14.09,198.9813,0.1073,4.823483210717,2.28,11.1761752312,-0.364553658573
600735,新华锦,2022-04-29 00:00:00,446747556.9,36.4371675064,-16.2634,11133605.59,0.86,-34.6687,0.0296,3.596132218278,1.1153,24.0202603467,0.163725147815
600730,中国高科,2022-04-29 00:00:00,27627289.56,-5.2863708078,14.4727,1085008.7,-72.91,-70.8263,0.002,3.166254406786,0.06,83.8932370462,-0.03245965098
600725,云维股份,2022-04-29 00:00:00,412573729.08,0.4337617845,60.8692,7208533.24,92.27,374.7337,0.0058,0.276171987034,2.14,3.6247842763,-0.106453816093
600719,ST热电,2022-04-29 00:00:00,390706744.44,-2.6916081366,67.1919,38590001.91,-11.3,137.8969,0.095,1.57130176404,6.26,20.3540432618,-0.24344310899
600718,东软集团,2022-04-29 00:00:00,1278468881.0,8.8905999509,-62.5536,-30122182.0,18.3091467819,-102.7867,-0.03,7.730095036601,-0.32,35.0990683206,-0.742858869626
600717,天津港,2022-04-29 00:00:00,2403934571.96,-26.8810030679,-34.7553,130123938.96,-34.02,-57.0967,0.04,6.04875352939,0.75,21.6850092702,0.007660072114
600708,光明地产,2022-04-29 00:00:00,5185176816.93,-2.2607013177,-60.6019,5238223.8,-73.57,-61.3447,-0.0058,4.853798716007,-0.12,11.0695591764,-0.206921673727
600707,彩虹股份,2022-04-29 00:00:00,2357152208.4,-40.9707131291,-18.4583,-741380190.08,-166.73,7.385,-0.207,6.012477585096,-3.38,-20.1351128395,0.098344405844
600706,曲江文旅,2022-04-29 00:00:00,197851154.54,-28.2264731785,-57.7909,-50421112.12,-149.5143962618,-260.0648,-0.2,4.548245519653,-4.25,5.3981571171,-0.395916007339
600693,东百集团,2022-04-29 00:00:00,507184452.19,-0.906440651,2.4613,30195200.51,0.13,-39.739,0.0347,3.857834107839,0.88,50.9338332878,-0.024479648772
600692,亚通股份,2022-04-29 00:00:00,262643834.02,38.3153688987,-57.1993,2899511.38,-24.35,-90.7063,0.0082,2.640209966672,0.3127,7.3303779934,0.087682650437
600691,阳煤化工,2022-04-29 00:00:00,4733090016.19,7.3611264776,-8.5989,92598265.3,-30.41,1363.2491,0.039,2.552030759559,1.54,10.1089378732,0.18923536622
600690,海尔智家,2022-04-29 00:00:00,60250997851.46,10.0020924093,4.6159,3517044899.45,15.12,12.2786,0.38,8.892138551158,4.28,28.5421078947,0.122245652821
600686,金龙汽车,2022-04-29 00:00:00,2931979294.76,9.0221149772,-46.6058,3876643.33,16.47,101.3042,-0.004,4.961409707874,-0.08,13.6491905634,-0.402020916282
600683,京投发展,2022-04-29 00:00:00,235437000.6,-86.0248006631,-92.1262,68034778.97,-35.43,-72.2047,-0.02,4.178392749788,-0.38,10.5459116735,-5.221797407866
600676,交运股份,2022-04-29 00:00:00,1620159172.74,-18.9865103104,-2.0624,-43177681.02,-487.18,-43696.0062,-0.04,5.299910333658,-0.79,5.8997527847,-0.046941163196
600675,中华企业,2022-04-29 00:00:00,686581652.48,-14.5417016585,-53.4266,-109898700.61,-259.61,50.8015,-0.02,2.52990031763,-0.71,29.1602776227,0.110861635007
600668,尖峰集团,2022-04-29 00:00:00,832022768.07,6.4515450759,-32.0454,19861978.61,-77.64,-96.0261,0.06,15.007860729886,0.38,30.3879520769,0.266354580925
600663,陆家嘴,2022-04-29 00:00:00,2701514862.7,-8.3729281437,-54.6656,654882600.91,-25.96,-61.9285,0.1623,5.775461392648,2.86,69.6945002982,-0.862880495586
600661,昂立教育,2022-04-29 00:00:00,199538034.46,-58.8186457257,-21.4731,73021087.01,41.52,120.2528,0.2811,0.85261534186,35.17,34.0669300838,-0.847841740272
600648,外高桥,2022-04-29 00:00:00,4011233633.55,82.8035371751,21.283,810528138.12,144.82,115.808,0.71,11.008414067337,6.7,48.73680865,-0.092026832902
600644,乐山电力,2022-04-29 00:00:00,752802153.79,23.2062642673,12.2071,26754006.16,-28.16,148.8733,0.0497,3.244078082267,1.54,18.7303908524,-0.211836231426
600642,申能股份,2022-04-29 00:00:00,7633857418.47,26.0340669282,2.9719,201678187.22,-76.87,126.4914,0.041,6.30084567335,0.65,12.1636628227,0.097317336455
600633,浙数文化,2022-04-29 00:00:00,1043400494.66,37.4878105722,26.485,50157224.63,-69.48,7.2474,0.04,7.062956944533,0.56,55.79763611,0.051434633531
600626,申达股份,2022-04-29 00:00:00,2427090632.97,-13.2893470009,5.1514,-69768229.19,-124.64,-86.0805,-0.063,2.873987417231,-2.14,6.8464224332,-0.108641701861
600620,天宸股份,2022-04-29 00:00:00,3894877.24,-63.1169141714,-60.3951,-24234596.71,-673.6253037751,48.315,-0.0353,3.495326378659,-1.11,23.8786532332,-0.201878457161
600619,海立股份,2022-04-29 00:00:00,4319364519.48,13.0359565134,11.8545,42515218.11,8.32,-77.6531,0.04,5.762844581995,0.68,9.7392510362,-0.627984444339
600612,老凤祥,2022-04-29 00:00:00,18441603081.6,7.231464386,107.1077,406571893.7,-37.3,7.5192,0.7772,18.352602147917,4.33,7.8707435376,11.833209187176
600610,中毅达,2022-04-29 00:00:00,343129262.68,2.3914714741,-3.7578,17990460.87,-20.97,706.1005,0.0168,0.140343957402,12.75,16.1905755184,0.11465082914
600600,青岛啤酒,2022-04-29 00:00:00,9208137288.0,3.140842532,171.1934,1126228090.0,10.2,347.3367,0.834,17.706946695939,4.78,37.8456749938,0.684293947432
600599,ST熊猫,2022-04-29 00:00:00,117111014.65,49.9383325088,75.7581,36268178.87,35.4,289.836,0.218,4.417706582831,5.071,39.9474324937,-0.629907734217
600587,新华医疗,2022-04-29 00:00:00,2112972293.22,-16.0544667024,-0.674,127600837.33,-12.84,7.6079,0.31,12.242174141603,2.56,25.6735662872,-0.857238225642
600585,海螺水泥,2022-04-29 00:00:00,25461775046.0,-26.0711896959,-44.9379,4925205596.0,-15.21,-54.7183,0.93,35.524316157755,2.65,31.3541777884,0.54226975421
600583,海油工程,2022-04-29 00:00:00,4354037100.0,40.8423478083,-44.5157,118113000.0,-1.43,165.8734,0.03,5.163370354263,0.52,5.7828377255,0.054841470764
